Time,Amount,Class
111008.0,1.0,0
111008.0,1.78,0
111006.0,99.99,0
111006.0,2.12,0
111003.0,0.89,0
111003.0,11.27,0
111001.0,22.0,0
111000.0,9.99,0
110999.0,134.0,0
110998.0,1.29,0
110996.0,11.27,0
110996.0,69.32,0
110995.0,144.0,0
110994.0,15.0,0
110994.0,20.0,0
110990.0,2.12,0
110977.0,9.39,0
110976.0,2.12,0
110975.0,8.78,0
110974.0,99.0,0
110972.0,30.03,0
110972.0,2.99,0
110969.0,36.42,0
110966.0,2.12,0
110963.0,2.58,0
110962.0,14.2,0
110958.0,44.99,0
110954.0,5.0,0
110953.0,11.31,0
110953.0,150.0,0
110952.0,250.0,0
110949.0,22.6,0
110949.0,0.77,0
110948.0,81.77,0
110946.0,10.45,0
110946.0,2.12,0
110945.0,2.58,0
110944.0,14.05,0
110944.0,3.0,0
110943.0,3.99,0
110942.0,18.0,0
110938.0,2.12,0
110935.0,152.47,0
110932.0,19.95,0
110932.0,11.27,0
110930.0,41.12,0
110930.0,41.12,0
110929.0,8.99,0
110928.0,0.69,0
110928.0,6.99,0
110927.0,3.56,0
110925.0,150.0,0
110923.0,11.27,0
110918.0,18.44,0
110916.0,2.8,0
110916.0,11.92,0
110915.0,1.5,0
110914.0,1.0,0
110914.0,40.28,0
110912.0,30.24,0
110912.0,74.0,0
110910.0,2.12,0
110910.0,94.33,0
110908.0,9.65,0
110906.0,0.77,0
110904.0,0.99,0
110904.0,8.9,0
110903.0,60.98,0
110902.0,38.44,0
110901.0,11.27,0
110900.0,20.0,0
110899.0,80.8,0
110898.0,16.99,0
110896.0,7.87,0
110894.0,1.51,0
110891.0,710.29,0
110888.0,1.79,0
110888.0,12.15,0
110886.0,0.89,0
110885.0,2.3,0
110884.0,1.98,0
110883.0,9.99,0
110882.0,17.99,0
110882.0,1000.0,0
110881.0,1.51,0
110880.0,11.27,0
110878.0,11.27,0
110876.0,4.55,0
110874.0,30.02,0
110873.0,45.85,0
110866.0,11.27,0
110866.0,1.79,0
110862.0,30.34,0
110860.0,11.27,0
110857.0,2.49,0
110854.0,72.19,0
110850.0,14.99,0
110847.0,99.0,0
110847.0,20.0,0
110845.0,11.34,0
110845.0,29.0,0
110845.0,1.79,0
110844.0,2.12,0
110843.0,130.0,0
110837.0,1.08,0
110834.0,2.12,0
110833.0,39.95,0
110833.0,1.51,0
110833.0,50.0,0
110832.0,2.27,0
110832.0,2.12,0
110829.0,20.37,0
110828.0,2.12,0
110825.0,140.45,0
110822.0,11.27,0
110820.0,2.0,0
110820.0,11.27,0
110820.0,303.2,0
110818.0,179.64,0
110818.0,1.29,0
110817.0,28.95,0
110814.0,11.27,0
110810.0,1.58,0
110808.0,0.89,0
110807.0,30.75,0
110804.0,3.59,0
110803.0,360.0,0
110802.0,2.12,0
110801.0,7.3,0
110800.0,18.98,0
110800.0,590.0,0
110798.0,11.27,0
110796.0,0.99,0
110792.0,1.98,0
110790.0,0.01,0
110784.0,2.12,0
110784.0,33.41,0
110783.0,1.5,0
110779.0,7.99,0
110769.0,7.52,0
110768.0,20.0,0
110766.0,11.27,0
110764.0,3.0,0
110761.0,6.99,0
110760.0,25.19,0
110759.0,0.89,0
110756.0,0.89,0
110756.0,22.77,0
110755.0,8.7,0
110754.0,2.12,0
110748.0,2.69,0
110748.0,6.99,0
110747.0,0.89,0
110742.0,11.27,0
110738.0,11.27,0
110737.0,6.99,0
110733.0,40.0,0
110733.0,26.4,0
110727.0,55.98,0
110725.0,0.89,0
110725.0,163.99,0
110724.0,40.0,0
110721.0,82.0,0
110720.0,151.96,0
110718.0,2.12,0
110718.0,3.79,0
110717.0,22.13,0
110716.0,1.29,0
110715.0,12.99,0
110714.0,11.27,0
110712.0,295.2,0
110711.0,1.79,0
110708.0,10.0,0
110706.0,11.27,0
110706.0,3.08,0
110705.0,163.99,0
110703.0,1.98,0
110700.0,9.52,0
110698.0,777.0,0
110697.0,8.8,0
110692.0,11.27,0
110690.0,2.12,0
110690.0,0.77,0
110689.0,7.64,0
110689.0,9.99,0
110689.0,41.65,0
110688.0,11.27,0
110688.0,7.57,0
110687.0,76.0,0
110682.0,10.4,0
110682.0,2.67,0
110682.0,0.89,0
110680.0,6.76,0
110679.0,19.36,0
110679.0,24.0,0
110673.0,11.12,0
110673.0,4.51,0
110673.0,4.51,0
110672.0,2.15,0
110671.0,27.48,0
110671.0,47.0,0
110671.0,68.0,0
110670.0,10.2,0
110670.0,31.9,0
110669.0,1.29,0
110666.0,11.27,0
110666.0,14.56,0
110665.0,3.75,0
110664.0,231.05,0
110663.0,332.99,0
110660.0,15.8,0
110656.0,33.42,0
110656.0,4.49,0
110654.0,2.12,0
110653.0,191.78,0
110650.0,2.12,0
110648.0,4.33,0
110648.0,11.27,0
110646.0,9.39,0
110642.0,2.12,0
110640.0,2.12,0
110639.0,36.7,0
110638.0,62.41,0
110636.0,23.47,0
110632.0,1.79,0
110624.0,2.12,0
110620.0,33.38,0
110620.0,2.12,0
110618.0,2.12,0
110617.0,635.1,1
110617.0,410.0,0
110612.0,2.3,0
110612.0,29.9,0
110610.0,11.34,0
110608.0,0.89,0
110606.0,20.0,0
110606.0,0.77,0
110605.0,3.9,0
110603.0,11.5,0
110602.0,1.0,0
110602.0,184.88,0
110602.0,0.0,0
110599.0,23.67,0
110599.0,16.74,0
110598.0,11.27,0
110597.0,5.75,0
110596.0,60.0,0
110595.0,43.79,0
110595.0,120.0,0
110594.0,92.15,0
110594.0,5.35,0
110593.0,23.4,0
110591.0,5.95,0
110591.0,4.49,0
110590.0,20.05,0
110585.0,662.92,0
110584.0,1.79,0
110584.0,11.27,0
110583.0,229.8,0
110583.0,91.15,0
110578.0,22.08,0
110578.0,11.27,0
110578.0,139.9,0
110577.0,9.99,0
110573.0,30.27,0
110568.0,11.27,0
110567.0,72.9,0
110566.0,11.27,0
110565.0,5.49,0
110564.0,1.0,0
110563.0,15.0,0
110562.0,656.0,0
110560.0,2.12,0
110558.0,3.48,0
110556.0,2.12,0
110554.0,7.87,0
110554.0,5.5,0
110552.0,39.95,0
110552.0,80.22,1
110550.0,9.95,0
110547.0,0.76,1
110544.0,2.12,0
110544.0,14.9,0
110542.0,2.12,0
110541.0,29.07,0
110540.0,1.0,0
110536.0,13.74,0
110535.0,153.2,0
110535.0,0.99,0
110535.0,8.99,0
110533.0,163.99,0
110532.0,2.12,0
110531.0,2.67,0
110531.0,34.83,0
110529.0,9.99,0
110528.0,94.25,0
110528.0,1.58,0
110527.0,12.99,0
110526.0,11.27,0
110523.0,0.89,0
110522.0,11.27,0
110521.0,119.0,0
110519.0,55.88,0
110517.0,1.99,0
110516.0,10.0,0
110516.0,14.59,0
110515.0,25.0,0
110513.0,16.99,0
110511.0,12.99,0
110509.0,89.99,0
110509.0,0.89,0
110506.0,2.12,0
110506.0,2.12,0
110504.0,2.12,0
110504.0,23.0,0
110504.0,30.31,0
110502.0,29.23,0
110501.0,13.56,0
110500.0,0.89,0
110496.0,2.12,0
110495.0,2.99,0
110494.0,19.99,0
110492.0,106.47,0
110487.0,3.59,0
110487.0,20.23,0
110485.0,22.18,0
110482.0,9.95,0
110482.0,1.0,0
110481.0,4.0,0
110481.0,1.51,0
110479.0,19.99,0
110478.0,78.35,0
110470.0,24.99,0
110470.0,567.47,0
110469.0,32.89,0
110469.0,19.99,0
110467.0,10.5,0
110464.0,38.95,0
110464.0,3.2,0
110463.0,41.29,0
110462.0,12.99,0
110460.0,73.93,0
110459.0,10.99,0
110459.0,11.93,0
110458.0,2.12,0
110452.0,13.59,0
110452.0,30.24,0
110450.0,12.99,0
110449.0,20.9,0
110449.0,1.98,0
110446.0,11.27,0
110445.0,13.99,0
110442.0,11.27,0
110441.0,0.0,0
110438.0,50.0,0
110436.0,46.0,0
110436.0,2.12,0
110435.0,3.7,0
110434.0,19.99,0
110433.0,16.98,0
110432.0,7.3,0
110432.0,2.12,0
110431.0,50.57,0
110430.0,11.27,0
110430.0,47.37,0
110427.0,59.0,0
110426.0,44.77,0
110423.0,14.98,0
110423.0,15.0,0
110422.0,20.23,0
110420.0,2.12,0
110420.0,445.5,0
110417.0,181.14,0
110417.0,42.7,0
110416.0,10.19,0
110414.0,10.61,0
110410.0,17.99,0
110410.0,65.33,0
110409.0,1.79,0
110408.0,0.0,0
110407.0,108.2,0
110406.0,11.27,0
110405.0,99.27,0
110404.0,126.29,0
110404.0,12.99,0
110403.0,37.87,0
110402.0,5.31,0
110402.0,7.96,0
110401.0,21.46,0
110400.0,7.87,0
110400.0,1.51,0
110400.0,7.7,0
110399.0,408.86,0
110399.0,90.0,0
110398.0,11.27,0
110398.0,132.9,0
110393.0,477.88,0
110391.0,7.07,0
110389.0,5.33,0
110388.0,2.15,0
110388.0,11.27,0
110383.0,0.89,0
110382.0,1.0,0
110380.0,7.56,0
110380.0,4.0,0
110377.0,21.76,0
110370.0,4.0,0
110370.0,22.69,0
110367.0,80.47,0
110362.0,7.58,0
110360.0,196.59,0
110360.0,2.12,0
110358.0,20.82,0
110358.0,5.74,0
110356.0,11.27,0
110354.0,0.8,0
110353.0,46.4,0
110347.0,0.99,0
110344.0,80.4,0
110344.0,7.58,0
110343.0,1.0,0
110343.0,120.0,0
110340.0,24.93,0
110339.0,161.25,0
110334.0,9.99,0
110334.0,4.31,0
110333.0,44.94,0
110332.0,52.04,0
110331.0,28.75,0
110327.0,56.65,0
110326.0,10.47,0
110324.0,3.84,0
110322.0,2.12,0
110320.0,7.57,0
110317.0,2.4,0
110314.0,1.98,0
110314.0,0.0,0
110314.0,11.27,0
110313.0,7.5,0
110313.0,912.39,0
110308.0,7.99,0
110307.0,10.0,0
110306.0,9.99,0
110305.0,30.23,0
110301.0,1.0,0
110301.0,45.85,0
110301.0,100.22,0
110301.0,14.45,0
110300.0,395.05,0
110295.0,0.89,0
110294.0,11.27,0
110293.0,5.49,0
110293.0,14.9,0
110289.0,2.12,0
110288.0,6.95,0
110287.0,1.0,0
110286.0,4.0,0
110284.0,17.72,0
110281.0,2.67,0
110281.0,11.27,0
110280.0,2.12,0
110279.0,2.12,0
110277.0,1.0,0
110276.0,16.99,0
110275.0,2.12,0
110274.0,1.98,0
110273.0,46.37,0
110271.0,11.27,0
110268.0,0.89,0
110267.0,2.31,0
110259.0,35.56,0
110259.0,9.82,0
110257.0,11.27,0
110257.0,2.58,0
110255.0,9.39,0
110253.0,64.9,0
110252.0,2.12,0
110252.0,67.4,0
110249.0,0.99,0
110248.0,3.3,0
110234.0,2.12,0
110234.0,79.57,0
110233.0,9.39,0
110232.0,7.77,0
110232.0,0.06,0
110230.0,4.87,0
110229.0,2.9,0
110218.0,49.0,0
110218.0,2.69,0
110217.0,83.11,0
110215.0,1.98,0
110215.0,11.27,0
110212.0,5.59,0
110206.0,54.12,0
110206.0,2.12,0
110204.0,11.27,0
110203.0,15.0,0
110202.0,22.75,0
110200.0,192.39,0
110199.0,29.58,0
110197.0,19.95,0
110196.0,13.99,0
110196.0,42.23,0
110195.0,29.0,0
110191.0,14.99,0
110190.0,11.64,0
110187.0,87.24,0
110187.0,34.95,0
110185.0,2.12,0
110184.0,20.0,0
110184.0,26.97,0
110183.0,36.94,0
110183.0,230.77,0
110182.0,120.0,0
110182.0,4.0,0
110179.0,101.9,0
110178.0,15.0,0
110175.0,4.49,0
110169.0,96.97,0
110167.0,635.93,0
110164.0,27.03,0
110164.0,110.0,0
110162.0,2.12,0
110160.0,7.3,0
110160.0,10.47,0
110159.0,30.31,0
110155.0,162.71,0
110154.0,21.66,0
110151.0,2.47,0
110149.0,11.27,0
110146.0,19.4,0
110145.0,2.12,0
110139.0,0.89,0
110136.0,95.5,0
110133.0,9.99,0
110133.0,540.68,0
110128.0,18.35,0
110128.0,2.12,0
110127.0,47.85,0
110127.0,20.0,0
110127.0,9.36,0
110124.0,32.96,0
110124.0,9.99,0
110122.0,12.2,0
110121.0,7.3,0
110120.0,6.86,0
110117.0,69.99,0
110117.0,2.12,0
110117.0,15.0,0
110116.0,4.49,0
110112.0,2.99,0
110109.0,2.34,0
110103.0,10.47,0
110103.0,30.0,0
110102.0,32.37,0
110100.0,63.5,0
110099.0,1.5,0
110099.0,9.39,0
110097.0,6.95,0
110096.0,34.93,0
110095.0,18.07,0
110094.0,6.6,0
110093.0,1.09,0
110087.0,1.0,1
110085.0,5.47,0
110084.0,500.0,0
110083.0,1.09,0
110082.0,1.0,0
110079.0,1.0,0
110075.0,59.69,0
110074.0,83.41,0
110074.0,26.44,0
110071.0,2.12,0
110069.0,237.27,0
110068.0,39.85,0
110067.0,3.39,0
110065.0,3.39,0
110065.0,1.98,0
110061.0,3.56,0
110060.0,0.89,0
110060.0,34.95,0
110060.0,19.4,0
110059.0,11.27,0
110059.0,2.12,0
110059.0,11.27,0
110058.0,87.98,0
110057.0,2.12,0
110056.0,10.0,0
110055.0,1071.11,0
110054.0,7.5,0
110054.0,108.38,0
110052.0,24.0,0
110050.0,4.0,0
110049.0,2.12,0
110048.0,0.77,0
110047.0,20.0,0
110047.0,9.39,0
110046.0,18.23,0
110043.0,1.0,0
110039.0,134.99,0
110038.0,17.9,0
110035.0,11.27,0
110033.0,1.0,0
110033.0,1.0,0
110033.0,1.0,0
110032.0,1.0,0
110032.0,1.0,0
110031.0,1.0,0
110031.0,1.0,0
110031.0,2.67,0
110031.0,1.0,0
110030.0,1.0,0
110030.0,1.0,0
110030.0,1.0,0
110029.0,1.0,0
110029.0,9.99,0
110029.0,1.5,0
110029.0,1.0,0
110028.0,1.0,0
110028.0,1.0,0
110028.0,1.0,0
110027.0,59.95,0
110027.0,2.12,0
110027.0,1.0,0
110027.0,1.0,0
110025.0,7.3,0
110024.0,19.4,0
110022.0,8.97,0
110022.0,192.0,0
110021.0,9.99,0
110021.0,29.99,0
110019.0,2.69,0
110019.0,17.95,0
110017.0,0.99,0
110017.0,56.9,0
110015.0,0.89,0
110012.0,32.2,0
110011.0,0.89,0
110011.0,10.87,0
110010.0,19.99,0
110008.0,1.0,0
110007.0,130.0,0
110007.0,11.27,0
109997.0,2.12,0
109992.0,24.94,0
109989.0,2.12,0
109989.0,21.9,0
109985.0,18.56,0
109983.0,103.0,0
109982.0,15.29,0
109982.0,120.43,0
109981.0,11.27,0
109981.0,2.21,0
109978.0,1.98,0
109976.0,19.99,0
109975.0,9.28,0
109975.0,2.12,0
109972.0,2.69,0
109971.0,4.49,0
109969.0,11.27,0
109967.0,11.27,0
109966.0,0.79,0
109966.0,106.09,0
109965.0,2.12,0
109960.0,0.36,0
109959.0,3669.42,0
109959.0,2.12,0
109958.0,313.12,0
109958.0,2.12,0
109958.0,19.51,0
109957.0,11.27,0
109954.0,29.0,0
109952.0,11.5,0
109951.0,9.7,0
109951.0,2.12,0
109951.0,1.98,0
109950.0,5.51,0
109947.0,2.12,0
109947.0,9.85,0
109945.0,16.98,0
109943.0,10.04,0
109939.0,2.12,0
109939.0,3.2,0
109937.0,2.12,0
109928.0,5.29,0
109927.0,2.12,0
109925.0,2.12,0
109925.0,29.0,0
109924.0,92.7,0
109922.0,12.4,0
109920.0,24.97,0
109920.0,11.61,0
109917.0,11.27,0
109912.0,29.0,0
109910.0,7.82,0
109909.0,260.92,0
109908.0,58.9,0
109907.0,11.27,0
109903.0,3.65,0
109900.0,70.0,0
109899.0,2.12,0
109899.0,2.12,0
109898.0,48.9,0
109896.0,6.03,0
109896.0,22.75,0
109895.0,2.12,0
109895.0,169.53,0
109891.0,2.12,0
109890.0,0.99,0
109889.0,24.0,0
109889.0,56.86,0
109887.0,11.27,0
109887.0,1.36,0
109886.0,23.31,0
109885.0,2.0,0
109884.0,1.29,0
109883.0,37.87,0
109878.0,34.69,0
109877.0,44.91,0
109874.0,8.99,0
109873.0,11.27,0
109866.0,1.0,0
109865.0,1.0,0
109865.0,7.7,0
109865.0,1.0,0
109864.0,1.0,0
109864.0,1.0,0
109864.0,1.0,0
109863.0,1.0,0
109863.0,1.0,0
109862.0,1.79,0
109862.0,1.0,0
109862.0,1.0,0
109862.0,1.0,0
109861.0,1.0,0
109861.0,1.0,0
109861.0,1.0,0
109860.0,1.0,0
109860.0,1.0,0
109859.0,1.0,0
109859.0,1.0,0
109859.0,1.0,0
109858.0,1.0,0
109858.0,1.0,0
109857.0,1.0,0
109857.0,1.0,0
109857.0,1.0,0
109856.0,1.0,0
109856.0,1.0,0
109855.0,1.0,0
109855.0,1.0,0
109855.0,1.0,0
109854.0,1.0,0
109854.0,1.0,0
109853.0,1.0,0
109853.0,1.0,0
109853.0,1.0,0
109853.0,11.27,0
109852.0,9.99,0
109852.0,1.0,0
109852.0,1.0,0
109852.0,1.0,0
109851.0,10.0,0
109851.0,1.0,0
109851.0,1.0,0
109850.0,1.0,0
109850.0,1.0,0
109850.0,1.0,0
109849.0,1.0,0
